Country Name,Country Code,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Euro area,EMU,64.64047743,66.18149112,65.78687413,67.2521108,68.29239828,72.29220654,73.48365667,72.23126137,75.90087286,75.57404964,75.19801362,80.36676201,82.37835507,81.48511343,80.31794972,80.16482043,85.61159554,89.84740667,91.74071995,89.11183595,93.80476444,92.33080795,95.75804322,94.71130643,95.36740752,97.51320491,94.63929617,96.48341854,96.26617654,96.67092027,98.97873266,95.21540292,93.34756134,93.01726161,98.56990388,98.61587089,98.40459798,102.1090563,102.2382655,100.0540607,99.90975058,98.06299644,102.7485763,99.25305589,97.99836785,97.95254852,99.81928493,101.776111,101.1268486,102.4145202,98.87467641,102.1708271,,
Eritrea,ERI,,61.7,82.7,76.7,73.5,74.1,107,95.4,78.12,88.03,73.36,83.5,85.43,107.39,107.18,125.56,88.55,107.78,111.14,,,,,,,,,,,,,62.52,83.82,77.78,74.49,75.09,108.51,96.74,79.2,89.25,74.38,84.66,86.61,106.46,106.93,122.39,92.63,105.42,106.72,109.12,111.35,110.65,,
Spain,ESP,37.99,45.74,41.23,41.94,46.32,43.08,46.38,45.54,49.03,49.1,53.84,59.92,60.34,61.29,60.71,57.97,66.68,69.21,71.77,66.38,74.52,66.69,76.67,72.93,72.71,81.54,74.06,79.45,83.35,80.13,83.34,80.1,76.07,70.72,88.61,95.35,91.23,92.62,99.96,101.15,100.14,110.67,102.17,95.7,102.13,100.42,100.48,101.83,104.35,106.77,92.29,108.81,,
Estonia,EST,157.7,138.6,119.3,109.6,99.9,92.1,86.3,91.4,84.21,86.28,94.28,93.46,93.23,104.89,101.89,106.77,110.94,111.87,117.16,,,,,,,,,,,,144.98,127.02,109.83,104.97,95.75,92.89,94.29,87.5,88.83,92.31,89.86,90.81,95.34,101.49,103.16,109.04,108.95,116.54,115.45,122.65,128.15,133.76,,
Ethiopia,ETH,,53.5,53.6,59.3,69.1,70.2,66.5,71.6,73.81,81.8,83.6,86.18,92.98,102.71,104.32,103.63,109.71,120.26,122.9,,,,,,,,,,,,,51.55,51.52,57,66.72,67.85,62.53,67.48,69.55,76.48,84.77,87.63,92.75,102.87,104.39,107.07,115.26,121.57,136.83,137.76,147.02,147.46,,
European Union,EUU,67.08219523,68.55662171,68.66863576,70.23250639,72.1639065,75.34813579,76.57080101,75.31507506,77.90323172,78.17360715,78.96508634,83.44908559,85.70844672,84.77812305,84.9556705,85.12607682,90.26783904,93.94631609,94.343821,92.50996054,97.38579057,95.93148882,100.314785,98.41272961,99.51827586,99.7180233,98.08068134,99.87563771,99.74909539,99.1744053,98.94432694,97.33560777,94.14481519,94.76591879,98.89207233,99.04758168,98.80369149,101.2447697,100.6098366,99.34546509,98.93311918,97.45264855,102.8928246,98.90521656,98.20195883,96.89725879,100.3950124,101.466792,100.4016409,102.2475067,98.6252124,101.872444,,
Fragile and conflict affected situations,FCS,32.70723315,33.0530429,34.23396193,34.67500944,34.63968576,37.36949543,37.52241474,38.81659382,38.70091716,39.88161122,41.38489653,40.94896343,44.06257876,45.65375489,47.28876735,47.20371238,49.9112102,49.5941918,53.58828486,56.04168804,57.17090739,56.77890435,57.02121931,60.68570478,61.57365216,60.0520003,64.55243182,62.09299564,63.72577556,63.68417485,66.44150152,68.42677054,71.84821211,72.45783494,76.7863515,77.10530999,81.05500333,81.47572089,83.55020034,86.59710337,90.9379334,93.31948891,95.58278725,99.82699781,104.5902149,105.6165877,108.1296523,112.1318956,113.8715285,116.6919029,116.6948192,119.1880914,,
Finland,FIN,87.28,92.92,95.04,95.36,90.59,91.34,91.31,95.85,93.39,96.76,95.89,90.72,94.58,97.29,102.58,95.85,97.54,100.54,101.41,97.68,103.68,111.55,108.91,105.1,105.52,95.31,97.47,104.46,108.56,98.69,92.8,96.41,98.09,95.05,96.18,99.66,88.93,92.08,98.71,97.68,100.88,97.79,97.59,101.94,100.47,101.16,99.86,100.38,93.25,96.94,92.46,96.23,,
Fiji,FJI,61.23,70.11,70.98,64.99,63.86,63.19,75.64,71.8,77.76,72.24,65.27,68.16,62.95,63.24,65.2,73.92,75.89,93.41,85.69,94.22,96.67,71.64,104.42,87.9,105.91,86.21,89.36,105.54,108.5,96.7,99.3,98.95,104.97,107.36,105.35,100.27,82.37,101.32,101.38,92.97,97.23,90.3,97.3,98.7,103.99,95.02,93.5,86.66,81.93,92.39,84.52,85.81,,
France,FRA,77.24,71.87,72.54,77.29,73.16,78.62,82.11,77.38,83.54,83.29,82.17,90.42,90.06,85.36,85.41,81.93,88.67,96.44,96.36,93.46,99.83,95.76,102.59,99.92,98.95,101.7,99.71,98.93,100.01,98.52,105.59,98.13,97.06,99.49,104.86,105,105.31,106.38,104.15,99.35,104.83,97.46,104.02,99.61,96.37,95.37,96.49,99.33,98.79,100.84,100.51,98.64,,
Faroe Islands,FRO,15.2,17.09,14.08,13.16,98.91,95.3,95.69,91.03,85.61,91.42,94.24,92.87,95.91,95.64,98.71,97.31,72.77,93.42,94.32,94.32,94.32,89.74,95.23,96.07,96.85,98.7,99.07,99.14,99.69,99.54,103.13,103.96,101.86,102.18,103.44,103.22,101.92,102.52,102.27,101.2,102.03,100.57,100.79,100.23,98.98,101.8,102.55,102.69,101.66,102.15,102.72,103.64,,
"Micronesia, Fed. Sts.",FSM,,,,85.5,96.1,95.8,95.7,87.3,88.49,91.74,92.34,91.16,98.82,100.87,100.3,97.31,95.92,95.16,98.54,,,,,,,,,,,,,,,85.48,96.11,95.79,95.72,87.27,88.49,91.74,92.34,91.16,98.82,100.87,100.3,97.31,95.92,95.63,98.05,93.43,98.87,101.56,,
Gabon,GAB,46.91,47.9,48.48,49.24,50.35,51.17,52.77,52.56,54.24,55.75,56.6,56.84,57.7,58.1,60.05,64.61,68.53,71.57,74.31,72.51,73.41,75.58,76.9,77.38,81.01,81.94,84.95,86.36,87.28,96,93.21,90.87,92.15,87.87,91.68,93.23,96.83,96.21,99.22,97.81,99.49,100.35,99.56,100.25,100.19,101.67,103.06,109.69,115.08,116.45,119.86,120.91,,
United Kingdom,GBR,74.77,74.45,75.27,76.82,77.03,79.02,78.64,78.31,82.9,83.67,85.05,87.62,90.94,86.78,85.26,92.06,95.03,97.19,100.66,99.73,103.97,103.78,109.85,106.46,106.77,105.68,103.55,105.61,107.42,109.58,110.83,107.56,107.53,108.71,107.79,107.3,107.13,106.91,104.07,94.04,101.03,99.27,99.7,100.06,100.23,98.04,103.11,99.6,101.97,105.15,98.89,100.2,,
Georgia,GEO,106.3,102.1,105.4,119.1,115.2,121.1,108.9,112.2,99.71,103.69,97.02,112.79,102.92,119.32,77.76,88.35,77.84,77.45,72.85,,,,,,,,,,,,104.84,100.15,101.85,114.78,115.26,120.14,106.9,108.71,97.13,100.83,95.27,110.94,102.39,119.49,78.12,89.39,76.36,76.45,71.57,77.05,72.55,86.89,,
Ghana,GHA,27.82,28.43,32.22,29.13,29.28,31.95,30.99,33.6,34.53,35.88,35.08,35.43,40.04,37.3,32.89,29.29,28.97,30.19,30.37,29.91,27.96,28.43,35.7,35.3,38.45,39.29,40.18,44.56,36.8,55.05,54.42,58.85,55.62,63.74,69.39,68.15,74.14,79.24,78.12,81.54,90.08,93.23,97.41,99.86,102.73,100.31,112.26,121.59,124.39,131.48,138.74,143.71,,
Guinea,GIN,36.89,34.89,36.71,36.04,38.81,40.44,41.46,41.2,42.63,43.94,42.02,42.57,43.02,43.94,45.74,46.19,46.41,47.77,48.25,48.58,49.13,49.55,51.79,52.11,52.22,53.09,53.89,56.57,59.37,62.31,66.95,68.54,73.76,73.7,77.82,80.74,78.29,81.24,83.65,84.79,89.47,93.5,98.19,100.84,100.97,104.17,109.58,110.43,113.32,116.4,122.41,123.52,,
"Gambia, The",GMB,67.06,67.28,69.86,76.57,82.56,75.17,82.37,78.14,80.36,85.61,76.74,88.85,81.95,79.89,78.37,61.73,78.42,51.34,53.16,74.13,89.53,71.25,71.08,63.45,74.02,76.33,71.21,82.17,60.5,67.82,55.06,62.89,66.06,63.53,53.44,65.88,64.44,90.4,99.01,107.04,68.43,86.71,108.02,93.59,98.4,70.5,101.42,120.68,135.46,86.62,107.22,97.36,,
Guinea-Bissau,GNB,40.45,39.26,38.24,35.2,33.67,33.09,33.29,31.82,32.46,29.89,32.07,31.19,32.32,36.63,40.92,38.75,37.14,38.7,39.23,42.66,47.56,43.93,51.73,51.31,55.36,55.13,54.19,59.76,62.12,60.08,63.7,66.93,65.47,68.47,70.76,76.28,79.11,83.4,87.02,89.52,89.99,89.82,97.19,99.14,103.67,103.76,118.74,121.88,121.86,128.31,137.71,140.74,,
Equatorial Guinea,GNQ,119.93,125.07,132.29,133.45,141.75,129,142.08,114.72,134.65,98.23,62.21,67.78,68.13,58.57,48.19,48.55,48.76,48.79,55.05,61.31,54.36,55.47,59.38,57.5,59.28,65.84,65.69,61.23,85.41,83.89,81.3,78.5,80.56,84.39,84.97,85.16,83.05,90.1,89.81,90.22,87.62,91.96,96.46,100.92,102.63,109.61,109.31,116.34,112.51,113.5,116.81,118.16,,
Greece,GRC,45.72,51.64,50.71,55.25,58.28,59.66,58.99,60.57,65.65,64.4,68.19,70.6,78.6,83.58,78.02,78.58,84.04,81.18,90.97,93.92,94.55,90.6,93.87,98.49,90.92,88.73,95.33,101.07,86.65,102.78,100.75,98.61,103.69,103.71,102.55,98.35,97.34,106.25,106.4,104.74,101.34,90.28,99.42,102.85,97.73,92.34,95.19,95.38,87.94,87.1,88.47,87.84,,
Grenada,GRD,125.94,133.83,128.03,157.98,158.66,171.32,177.15,176.27,170.88,155.76,147.68,141.73,136.47,138.25,157.06,154.17,154.97,162.76,151.57,163,144.65,136.13,148.17,135.61,143.49,159.49,140.92,137.35,141.32,137.28,135.44,139.97,143.08,133.25,130.3,124.43,117.64,124.53,123.62,116.63,136.85,128.89,133.41,77.73,88.86,87.65,87.51,85.31,89.49,93.52,96.11,96.29,,
Greenland,GRL,55.98,49.74,72.35,67.7,96.02,88.25,62.62,81.69,94.83,91.03,50.87,65.75,52.36,58.83,34.74,58.39,69.54,90.72,97.42,108.57,115.32,101.94,106.4,103.06,103.06,104.17,104.17,105.83,105.29,110.07,112.05,111.96,105.57,100.76,102.21,94.07,92.81,93.12,90.77,88.88,105.81,100.13,101.94,99.37,98.68,104.25,103.67,102.67,98.56,98.56,98.56,98.56,,
Guatemala,GTM,19.23,21.09,22.16,21.67,22.47,23.19,26.06,27.16,28.33,28.97,30.75,32.1,32.86,34.33,36.65,37.89,37.69,35.4,38.61,40.45,42.72,41.22,41.98,43.58,43.99,46.02,48.05,51.97,56.41,57.49,57.92,61.61,64.64,72.58,76.02,77.64,80.66,79.74,81.29,84.78,91.34,91.72,95.17,98.05,106.78,120.18,124.26,128.99,129.26,130.21,143.64,151.25,,
Guam,GUM,35.6,40.14,35.23,40.62,42.78,47.07,51.41,55.37,52.59,50.73,54.27,57.14,59.77,66.3,55.88,66.24,73.57,73.88,67.68,73.6,70.38,69.7,70.81,71.06,73.8,76.05,81.21,69.64,70.44,75.46,76.65,79.39,75.78,77.94,93.98,94.65,94.75,95.72,98.37,101.24,99.75,95.29,98.12,100.12,101.76,102.75,105.3,92.59,97.12,95.54,98.33,96.55,,
Guyana,GUY,69.02,61.8,70.07,70.13,72.54,72.05,66.92,76.32,73.35,78.33,70.02,68.2,82.2,79.81,74.63,80.32,85.25,73.19,74.5,78.02,76.71,66.07,70.31,67.24,70.1,64.32,60.08,57.82,49.26,59.78,71.59,77.66,84.48,98.37,102.77,106.58,94.85,106.65,97.49,102.31,101.22,109.06,107.54,94.34,98.12,98.63,98.53,106.39,108.11,114.16,113.54,129.94,,
High income,HIC,53.09930157,55.06825306,55.50653277,56.38861064,58.02564686,60.45985992,61.60216539,61.34160118,62.33699271,63.97871121,64.02532489,66.73088329,68.13152368,69.89679543,71.26464334,72.59596392,75.21123963,77.86256965,76.73106539,78.92030766,81.00955884,77.17819549,82.05949843,83.52028751,82.96137928,82.82709415,80.84762913,83.99326175,85.6989581,85.26854899,91.08601992,87.6570557,89.97869969,88.77803725,92.41876449,93.93079644,93.95649471,96.2021489,97.12683193,96.02690187,95.78617004,96.16181051,100.3519582,99.95850255,99.6895393,102.1798154,104.7538152,105.1162319,105.126813,106.8638183,105.5380942,109.5016726,,
"Hong Kong SAR, China",HKG,164.05,149.78,117.99,111.87,135.82,148.78,167.44,182.33,192.9,204.64,214.41,179.29,174.9,163.5,172.85,194.43,197.6,219.1,144.59,238.69,230.86,227.88,214.56,222.86,205.71,210.71,213.17,191.74,165.39,140.29,98.33,106.64,74.24,83.9,86.22,89.56,98.33,109.09,109.17,112.13,103.31,96.64,98.97,98.59,102.44,85.25,48.97,55.15,55.89,56.89,58.74,59.69,,
Honduras,HND,30.38,30.37,32.71,32.54,38.17,44.56,47.72,49.54,48.42,53.17,56.26,54.24,48.77,40.71,47.5,51.71,57.07,55.47,61.58,64.43,61.85,56.82,56.23,58.15,57.31,62.5,63.54,64.44,66.44,67.09,67.66,68.67,72.14,72.21,79.91,77.1,76.12,65.22,71.18,73.38,81.1,90.84,96.72,101.47,101.81,106.54,110.05,103.75,108.16,113.21,116.16,118.59,,
Heavily indebted poor countries (HIPC),HPC,34.44321706,35.30036035,36.46998299,36.5666257,37.77051546,40.25233167,40.77739565,42.35913239,43.63764755,44.44657781,44.663007,45.11695118,47.21562316,48.80985565,49.51732382,49.49458271,51.05373635,50.7986539,51.66642866,53.71308764,53.88545801,54.18701026,53.87797151,56.26326352,57.86841675,57.57358897,60.45552303,61.52165362,62.23354105,65.77190768,65.52676984,66.15495952,67.75546176,70.46105464,74.76399833,75.22140469,78.79170375,81.37023797,81.99820038,85.4675011,89.71049768,93.89229292,95.84079088,100.3884001,103.770809,105.6175945,110.8281419,115.8415902,123.2334058,125.7866866,131.482368,135.3539517,,
Croatia,HRV,104.6,104.8,96.1,98.6,100.1,101.1,111.2,111.1,95.82,103.67,113.32,89.6,98.74,96.69,104.57,107.05,108.47,114.04,100.3,,,,,,,,,,,,104.86,105.04,96.36,98.84,100.37,101.42,111.5,111.38,96.24,103.97,113.6,90.04,98.25,96.82,104.93,107.09,108.86,115.47,104.65,105.96,94.2,98.17,,
Haiti,HTI,65.42,67.7,69.09,71.07,72.54,75.05,76.26,78.5,80.81,83.12,86.12,87.17,89.18,90.24,92.69,90.66,95.13,97.51,97.06,98.49,100.65,103.16,104.17,104.97,103.77,102.63,99.91,99.75,94.42,92.63,89.31,81.46,87.44,83.66,86.41,87.1,89,92.08,98.28,92.52,94.01,95.43,97.33,101.6,101.07,110.52,101.61,112.28,113.35,112.86,112.11,121.01,,
Hungary,HUN,68.58,74.48,74.64,71.19,78.3,79.72,81.14,90.17,79.6,87.88,93.49,98.21,99.45,101.32,98.07,107.32,108.21,107.25,116.69,113.39,126.92,120.92,125.26,119.27,122.15,121.12,128.15,124.66,121.78,123.18,98.22,89.57,89.71,87.93,93.74,97.03,96.2,91.32,91.26,104.67,91.16,83.51,110.57,95.16,94.27,79.38,103.65,92.76,79.31,87.83,78.96,88.77,,
Indonesia,IDN,21.66,20.46,22,21.87,22.49,21.7,24.98,25.31,27.04,27.91,27.85,30.29,31.81,31.18,30.86,32.25,34.34,35.84,38.96,41.77,41.62,44.75,48.76,49.87,52.88,53.69,56.76,60.13,62.27,63.1,68.6,69.57,70.81,77.77,78.04,75.26,75.12,75.54,78.3,80.9,86.09,91.81,95.69,98.05,106.26,108.86,113.81,121.08,123.82,127.42,136.29,137.48,,
India,IND,31.74,32.46,33.29,31.73,31.69,33.61,35.47,36.69,38.59,39.03,37.41,40.39,39.11,43.46,43.07,46.62,48.08,45.86,47.74,51.11,50.8,56.89,57.96,59.21,60.19,59.65,65.36,69.06,70.28,71.24,74.23,77.01,79.15,81.18,84.61,85.73,88.12,92.22,91.67,94.79,87.36,96.51,94.68,100.02,105.3,114.65,117.19,114.38,123.4,131.13,134.07,138.76,,
Ireland,IRL,47.6,48.13,49.83,48.35,50.47,57.45,57.59,57.21,56.76,62.8,61.3,59.2,66.03,75.73,68.61,77.33,83.15,78.78,85.16,75.08,80.63,84.35,90.49,92.35,94.56,92.71,89.59,88.44,97.16,98.95,101.95,102.43,97.11,97.66,101,98.15,102.99,110.33,105.97,102.01,98.3,99.93,100.36,99.29,100.36,102.36,96.44,93.8,100.01,101.04,95.36,99.15,,
"Iran, Islamic Rep.",IRN,15.14,14.69,15.02,16.28,17.14,17.36,18.89,19.53,20.05,20.08,22.16,23.06,24.37,25.22,27.55,27.62,29.45,28.42,29.87,33.99,37.69,37.96,39.3,42.08,46.47,46.59,45.21,45.95,54.06,55.03,62.13,65.72,68.23,69.29,73.08,75.23,78.58,80.28,77.84,82.42,89.81,93.47,94.33,102.99,102.68,107.2,99.13,107.04,107.42,108.53,112.34,113.29,,
Iraq,IRQ,51.79,45.3,49.64,52.11,55.23,58.78,61.23,64.68,61.74,65.81,75.78,64.82,64.38,66.01,74.79,75.97,80,73.33,78.09,77.58,89.04,81.14,90.51,109.04,103.83,96.67,101.62,110.09,117.74,78.84,85.5,102.66,101.11,101.61,104.32,100.05,109.49,103.98,100.41,115.45,128.6,94.38,91.2,105.86,102.93,102.75,93.55,91.91,105.43,114.98,113.5,126.07,,
Iceland,ISL,92.39,90.96,90.38,95.94,90.66,96.16,88.94,89.03,87.44,88.02,94.47,96.67,102.51,103.77,102.39,103.76,110.17,110.49,104.09,103.95,103.57,101.62,102.93,105.15,105.63,100.87,89.71,84.91,86.05,87.93,86.76,83.08,85.73,85.07,83.75,84.87,87.38,91.64,94.67,94.53,97.93,99.01,99.06,98.62,102.32,108.49,110.05,109.18,110.45,110.9,114.72,114.21,,
Israel,ISR,25.84,27.46,31.35,31.38,32.38,37.08,38.19,39.03,40.64,45.14,48.82,49.1,51.48,52.31,54.92,56.1,57.43,57.14,57.51,57.76,62.87,65.5,64.35,64.66,62.07,66.5,62.35,64.47,72.21,65.17,68.56,69.36,71.07,76.95,77.18,76.16,77.52,79.35,87.44,87.35,94.27,92.37,99.89,100,100.11,103.98,104.13,105.36,105.03,106.35,111.48,110.2,,
Italy,ITA,73.95,73.41,77.07,79.96,82.24,86.91,83.85,86.51,86.55,85.87,80.32,88.16,89.04,90.09,86.53,88.62,90.74,97.32,102.05,97.65,94.84,105.47,95.63,96.41,96.15,100.78,93.96,96.73,90.02,100.16,101.36,97.57,97.59,95.74,98.37,96.64,97.13,103.72,100.66,98.4,94.85,92.87,103.41,100.43,96.16,94.81,98.53,101.18,97.73,96.11,92.58,94.8,,
Jamaica,JAM,70.31,74.73,77.53,80.15,81.7,80.4,75.45,72.32,74.97,80.57,80.22,75.35,76.12,74.71,77,77.17,82.74,79.11,76.88,75.09,72.53,75.71,81.95,76.76,78.16,80.71,80.52,74.82,90.66,92.93,98.55,99.76,102.91,105.41,111.66,103.85,102.37,106.51,99.05,103.34,101.7,107.14,103.42,95.59,101,100.75,96.15,98.9,98.68,103.37,106.51,106.08,,
Jordan,JOR,28.8,31.85,45.01,40.33,33.53,38.93,20.29,21.33,16.96,21.79,25.07,16.35,26.11,18.91,18.04,20.26,29.48,22.83,30.55,29.58,30.75,34.81,37.02,44.01,41.01,44.57,49.81,43.57,57.91,54.65,70.87,64.66,76.28,78.59,68.05,70.39,76.29,66.44,80.71,71.62,92.53,88.51,99.68,97.15,103.18,104.08,108.16,115.58,129.25,134.58,132.52,136.66,,
Japan,JPN,72.19,73.84,76.18,78.7,80.3,86.49,90.8,90.86,91.85,90,95.86,95.85,97.15,99.84,97.31,105.67,106.28,108.83,104.4,104.89,108.54,109.01,112.36,115.07,116.42,116.08,113.78,114.76,113.98,110.18,113.9,106.24,112.87,109.64,107.31,107.65,103,104.05,103.52,101.5,102.52,99.2,99.94,100.96,99.1,100.61,101.12,99.63,96.98,95.72,98.21,97.94,,
Kazakhstan,KAZ,142.5,125.9,106.2,86.7,81.3,80.8,66,87.7,79.29,93.46,95,93.71,92.33,99.57,108.09,119.55,111.35,125.65,109.24,,,,,,,,,,,,141.99,127.52,108.59,88.76,80.48,79.79,65.46,87.02,79.26,93.16,94.93,93.82,92.63,99.42,107.95,119.15,111.82,125.53,109.31,143.62,110.16,125.45,,
Kenya,KEN,24.43,24.43,25.61,26.14,25.83,27.01,29.13,29.87,31.21,31.93,33.25,34.54,35.23,35.64,38.36,41.7,42.28,45.26,42.95,43.02,48.58,49.96,45,51.32,57.02,57.13,61.86,65.49,64.04,65.87,69.76,66.83,68.38,68.58,64.09,67.3,71.19,77.73,71.9,80.72,84.45,86.46,88.95,103.32,107.74,108.43,111.53,117.69,124.04,118.39,122.42,122.89,,
Kyrgyz Republic,KGZ,77.6,73,69,68.6,75.8,82.4,84.9,91,94.84,101.01,94.74,99.44,101.39,98.38,100.23,100.36,102.05,105.09,105.99,,,,,,,,,,,,78.05,75.11,71.17,69.15,76.57,82.02,85.05,91.58,95.4,101.38,96.02,100.93,102.39,98.32,99.29,99.04,100.99,104,107.42,109.04,109.53,112.19,,
Cambodia,KHM,34.9,42.75,45.05,41.92,40.83,43.22,53.37,45.05,60.35,47.28,37.43,27.25,21.41,25.14,24.6,22.85,21.4,14.76,27.95,26.68,33.83,36.28,27.88,35.79,39.84,37.13,47.2,49.38,47.38,46.83,47.2,49.15,47.27,61.65,62.1,63.73,64.52,72.79,74.5,75.64,72.53,85.94,82.07,104.07,113.85,119.6,129.75,135.24,147,169.75,173.83,180.95,,
Kiribati,KIR,42.14,38.63,41.56,53.36,51.82,58.7,44.55,45.41,47.73,54.26,42.12,53.97,64.81,41.25,52.7,53.38,61.3,56.62,52.08,64.4,60.3,50.9,71.86,72.38,77.32,82.19,87.27,62.4,52.66,63.22,63.71,66.15,64.55,63.37,74.65,74.42,78.92,78.83,74.62,75.58,77.28,76.1,94.4,95.27,110.33,114.5,115.79,116.27,117.53,116.24,119.79,120.81,,
St. Kitts and Nevis,KNA,247.5,226.83,240.85,222.19,226.79,213.98,209.36,167.48,212.75,184.05,168.98,150.99,154.7,155.44,213.62,228.67,234.69,246.65,231.2,224.61,229.61,190.89,200.34,183.92,180.95,180.29,186.12,173.14,126.72,146.4,189.36,156.42,138.55,138.67,152.58,205.69,173.04,146.59,140.83,141.31,140.13,142.3,177.76,90.74,31.5,33.96,36.85,35.34,34.14,40.51,40.99,41.8,,
"Korea, Rep.",KOR,23.22,25.94,29.59,29.84,32.45,30.68,30.61,35.42,35.18,36.34,36.43,37.83,40.26,45.86,51.26,55.33,59.81,62.4,53.17,59.55,61.57,63.59,66.27,69.31,72.27,73.49,78.28,79.68,79.04,78.19,86.15,86.73,87.15,91.78,96.56,98.84,97.61,102.34,103.33,103.49,100.26,97.93,99.2,99.84,100.96,101.57,105.71,109,102,99.31,101.01,104.03,,
Kuwait,KWT,8.86,9.97,8.47,10.63,11.27,9.58,9.38,13.81,15.53,16.49,16.37,16.68,18.05,17.23,19.73,21.24,23.61,30.62,34.18,30.21,26.52,35.9,42.92,53.93,60.56,66.7,68.76,66.46,50.44,7.29,18.68,34.71,46.95,53.47,60.86,65.98,72.73,77.83,80.05,92.04,86.29,94.57,99.85,96.91,103.24,107.02,100.09,132.9,133.29,160.68,166.57,170.19,,
Latin America & Caribbean (developing only),LAC,22.03974656,22.47064134,23.99075901,25.97762617,25.95492685,27.35003342,28.06585886,28.76061525,30.94593808,31.34598388,32.47692755,32.84965104,34.31345868,35.70214517,38.00673356,39.82018318,40.7304885,41.48272323,44.5525684,46.05402393,47.73386645,47.55956182,50.03066616,52.26029464,52.26760685,54.92390324,56.77523844,58.36899652,58.36591898,60.27377679,61.9740088,62.82774967,66.56278326,70.6516087,71.07225824,74.28080663,74.77737403,79.96699772,81.84160243,85.5321987,88.94043356,94.5691318,97.48981761,99.03096974,103.4792126,109.3110348,113.6084523,113.8548458,119.471317,123.1264597,123.1783482,130.9550913,,
Lao PDR,LAO,17.38,17.65,22.69,23.19,23.99,25.7,24.89,27.46,27.59,25.67,25.52,26.27,26.73,26.12,22.02,22.97,23.82,28.02,33.3,36.05,35.27,35.83,41.04,42.48,44.16,40.4,36.81,46.4,48.98,42.98,50.67,47.61,54.79,51.96,51.63,58.16,60.36,72.88,81.89,84.15,93.01,91.24,96.29,100.98,102.73,110.24,112.85,120.24,123.83,132.07,151.47,152.89,,
Lebanon,LBN,29.28,33.01,35.11,35.32,34.95,41.86,40.83,34.83,38.9,43.77,48.17,43.76,51.78,41.25,36.34,37.16,45.11,49.06,56.08,50.73,59.59,56.7,56.86,59.72,64.4,72.67,73.03,77.89,84,96.25,101.37,99.43,104.03,111.69,116.59,104.25,98.8,97.83,99.02,90.04,98.61,95.83,103.92,97.28,98.8,100.11,104.05,94.23,94.67,92.17,93.48,96.08,,
Liberia,LBR,46.6,47.59,48.47,50.86,52.06,52.87,55.08,56.67,60.53,63.29,64.26,65.29,71.17,70.14,73.76,76.44,76.97,77.84,77.99,82.15,84.79,85.72,86.07,88.22,88.2,90.87,92.81,92.04,77.14,66.89,69.21,65.47,65.1,64.12,73.07,87.11,95.66,95.97,100.37,95.75,95.25,94.84,98.31,104.57,97.12,107.11,116.64,115.37,120.07,125.15,125.48,120.26,,
Libya,LBY,15.58,14.99,14,24.73,25.8,28.74,30.42,23.82,26.78,22.12,35.06,41.87,39.32,47.66,51.81,39.37,49.72,49.95,58.31,58.41,63.15,67.31,64.68,66.67,67.59,65.09,67.43,71.85,75.65,76.8,75.62,77.59,81.51,89.68,95.94,98.09,101.85,103.36,94.21,90.52,95.18,99.76,98.77,100.58,100.65,106.91,105.57,108.35,110.44,110.26,111.09,110.15,,
St. Lucia,LCA,186.69,189.83,199.18,229.63,226.98,224.96,223.52,219.85,180.44,181.32,183.62,170.18,187.54,161.51,172.93,172.71,190.65,185.33,165.32,167.78,170.44,179.42,203.05,216.07,268.3,229.51,308.25,279.13,301.38,255.09,295.02,300.68,242.85,272.42,260.36,224.48,188.51,160.11,130.35,109.62,134.73,115.5,112.32,88.86,98.82,100.04,117.96,111.45,90.52,70.15,71.32,70.96,,
Latin America & Caribbean (all income levels),LCN,25.61978625,26.62982815,27.47120076,28.65437254,29.3153733,31.02134358,31.34373397,32.46471496,34.170626,33.87784063,34.67366099,35.12863695,37.04478681,38.38831837,41.03281063,42.44661503,43.7885211,44.6095192,46.41628253,48.50406809,50.00347894,49.61619451,51.64181649,53.66621373,54.03617983,55.66944119,57.70266058,58.35441884,59.64598674,61.38717299,62.96053781,63.6615379,67.60248878,71.41941426,72.28396066,75.3423871,76.626323,81.43929579,82.95606605,85.99982464,88.45786162,93.71356389,96.45630204,99.77274965,103.7709483,109.8743278,112.7733158,110.7293833,118.2800825,121.6628672,120.3016641,128.5388507,,
Least developed countries: UN classification,LDC,34.28814684,35.94545128,36.82544871,37.04021292,37.01780699,39.79695864,40.52671254,41.67592196,42.62344389,42.22709189,41.61664721,42.79512216,43.64562154,45.91695881,46.23069901,46.78659168,48.47346433,47.90039963,49.96837561,51.90053385,52.7488633,54.00613837,53.0443029,55.48442586,56.66418673,56.41383262,58.76953367,60.11131084,60.82996149,62.72921894,63.19112296,64.22495246,65.28391783,67.52550196,70.8805566,71.80329163,74.90271387,79.43880714,81.55185651,85.05412032,88.5098336,92.91114365,94.40888832,100.6094719,104.9816398,108.5594443,114.8524549,119.8934595,127.0498397,129.6331737,132.9321051,136.6907024,,
