Country Name,Country Code,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Caribbean small states,CSS,0.161252977,0.158707615,0.156387337,0.150646537,0.149355087,0.148076899,0.146326574,0.144642048,0.141933071,0.141482997,0.13880075,0.13971407,0.138333711,0.136321332,0.140344901,0.144697844,0.148402061,0.150432959,0.148692566,0.146304893,0.141629905,0.137219714,0.135988817,0.134335083,0.133815708,0.134214591,0.133863533,0.134207953,0.133196474,0.134261109,0.135218063,0.141190574,0.137395199,0.135858604,0.134049028,0.131465517,0.129610542,0.128359374,0.122700983,0.121432049,0.118789553,0.119685529,0.117673464,0.11055252,0.109901903,0.108333543,0.107059293,0.109084828,0.108176021,0.107732731,0.106672694,0.107228552
Cuba,CUB,0.202002469,0.208968887,0.226270231,0.203724179,0.191235284,0.204875703,0.231418503,0.226901397,0.2650565,0.256709133,0.289187095,0.303398488,0.282973163,0.304075512,0.317153709,0.314592798,0.312622504,0.304685748,0.302994039,0.303514117,0.307285652,0.311034719,0.310170818,0.314192516,0.319630275,0.324268235,0.325655068,0.324333809,0.320447337,0.32209435,0.332998782,0.336187189,0.339615983,0.337794222,0.318108778,0.329805259,0.323676384,0.325797396,0.315198987,0.335292058,0.339575879,0.334556802,0.329695357,0.326079659,0.322300298,0.316641828,0.310764015,0.305042504,0.299227114,0.293308559,0.276382085,0.277790857
Cayman Islands,CYM,0.024563989,0.024307244,0.024099289,0.023892008,0.023691068,0.02347969,0.023169601,0.022647492,0.021872266,0.020870291,0.019729703,0.018544274,0.017400383,0.01634254,0.015360983,0.014450867,0.013639774,0.012947498,0.012373175,0.011908306,0.011522729,0.011166322,0.010785741,0.010354647,0.009874593,0.009370754,0.008873508,0.008411844,0.007997121,0.007630384,0.007298737,0.006980316,0.006654467,0.006314726,0.005963918,0.005618609,0.005299136,0.005023863,0.004797889,0.004617125,0.004470073,0.004344804,0.004228419,0.00411328,0.003997761,0.003885004,0.003778932,0.003684259,0.003603019,0.003534818,0.003476931,0.003426476
Cyprus,CYP,0.566046554,0.562369357,0.558216059,0.554244532,0.546717899,0.537794434,0.527994573,0.518051795,0.510088508,0.500918081,0.492038217,0.483381593,0.330045848,0.179144447,0.173377174,0.168287435,0.163386072,0.158820493,0.15640365,0.160191998,0.166254404,0.167129153,0.164823274,0.146086433,0.144874639,0.142940087,0.140398139,0.139005948,0.137749132,0.135608284,0.134389129,0.132752982,0.118733919,0.115853723,0.113370116,0.110134013,0.110237434,0.109239312,0.104316078,0.101925985,0.102053,0.112207584,0.111239414,0.119118408,0.109702154,0.103288682,0.07650811,0.079689239,0.074387167,0.075225408,0.075533316,0.069986301
Germany,DEU,0.164604809,0.162820121,0.161461345,0.159984319,0.158680818,0.156579478,0.155664749,0.154037338,0.152898922,0.152784648,0.152550974,0.151893925,0.152214648,0.15305016,0.154295004,0.154439979,0.15476653,0.154326933,0.153662266,0.153096804,0.152872277,0.153171165,0.153508886,0.153916709,0.15388488,0.153455964,0.152896004,0.151730861,0.150705571,0.144462407,0.142227066,0.14387042,0.14495628,0.144898169,0.144479331,0.144231523,0.144782524,0.143994702,0.143580872,0.143448825,0.142941146,0.143298214,0.144189763,0.144344409,0.144046021,0.144372478,0.145317086,0.145844488,0.14485748,0.145175279,0.147141795,0.144595178
Djibouti,DJI,0.010615711,0.009938184,0.009295062,0.008698451,0.008138816,0.007610176,0.007119414,0.006671515,0.006263035,0.005904233,0.005579983,0.005248352,0.004874316,0.004460661,0.004022219,0.00360202,0.003244509,0.002973942,0.002785826,0.002668923,0.002599138,0.002545125,0.002471644,0.002361442,0.002216961,0.002059457,0.001911074,0.001789517,0.001699651,0.001637522,0.001594736,0.001564419,0.00153875,0.001512685,0.001485438,0.001458483,0.00143214,0.001407158,0.001383964,0.001362235,0.001341455,0.001321605,0.001302687,0.001284677,0.001647778,0.001876621,0.001482142,0.001585178,0.00192585,0.002375856,0.002344476,0.002313331
Dominica,DMA,0.129065565,0.127145582,0.125154488,0.123005012,0.105572732,0.10342484,0.101387561,0.099698057,0.098486128,0.09781181,0.097578655,0.097567775,0.097478102,0.097099499,0.096355027,0.095353557,0.094290063,0.093429254,0.092945441,0.092867756,0.079821201,0.080267559,0.08084619,0.081477458,0.082163643,0.082909573,0.06969321,0.070183319,0.070494022,0.056458101,0.05635549,0.05617583,0.056044387,0.042036235,0.042166812,0.042399231,0.042677289,0.057222969,0.071757631,0.071777204,0.071627081,0.071369437,0.071098471,0.07087976,0.070731362,0.070626457,0.070540766,0.084512994,0.084308739,0.08403126,0.083699519,0.083327547
Denmark,DNK,0.596635732,0.58576368,0.577288953,0.565873757,0.559888823,0.555285094,0.553764602,0.547440033,0.539892715,0.533333226,0.531092661,0.52829021,0.523457787,0.523729699,0.523794917,0.518235625,0.517803994,0.516338236,0.51512514,0.514880978,0.513891684,0.507010054,0.510992701,0.508634566,0.506587789,0.502825811,0.499072427,0.495850636,0.498158021,0.49434472,0.490972412,0.488183003,0.454267812,0.44311766,0.441187033,0.447493666,0.446060014,0.431057242,0.427184277,0.427709053,0.423368529,0.420363397,0.419833536,0.430303397,0.431650283,0.422233119,0.437234385,0.440151763,0.436398403,0.448607432,0.432436531,0.428785246
Dominican Republic,DOM,0.207311213,0.203373359,0.19957626,0.19592921,0.192433755,0.189086004,0.183528289,0.186240761,0.182096212,0.178358814,0.178573867,0.176911984,0.1763134,0.17767218,0.181793151,0.182931325,0.183096661,0.183229885,0.184188343,0.180867089,0.176843648,0.172972604,0.169249439,0.165668622,0.162226343,0.146497447,0.143554241,0.141276228,0.12528457,0.122856462,0.120505303,0.118242708,0.116083318,0.117834581,0.116451205,0.105347307,0.104865077,0.100840942,0.104874406,0.103252488,0.101672432,0.091438675,0.090080223,0.088767982,0.087500892,0.086276411,0.083017771,0.081902287,0.080824548,0.079783468,0.078778647,0.077810354
Algeria,DZA,0.538915148,0.517307697,0.498699859,0.49125074,0.479265877,0.471836682,0.454221917,0.440667946,0.429414834,0.426467424,0.423356947,0.412036424,0.402779251,0.409657062,0.412559781,0.390272933,0.378424925,0.364910571,0.355522726,0.345222371,0.3344236,0.310529045,0.315842019,0.306214135,0.299768395,0.295552839,0.288758393,0.282250885,0.273267233,0.273402285,0.278209852,0.271107977,0.263627249,0.260134305,0.255713354,0.255957991,0.252530913,0.24939422,0.245705619,0.240041886,0.23591462,0.23163224,0.228325216,0.225773281,0.22133774,0.217996799,0.215132783,0.211655964,0.20817979,0.20431879,0.200510547,0.196306853
East Asia & Pacific (developing only),EAP,0.174912401,0.170625036,0.166768098,0.162707914,0.158077906,0.153705661,0.149454025,0.145082729,0.141047228,0.13626289,0.133234162,0.130105794,0.128446322,0.125131825,0.123477127,0.122194843,0.120482097,0.118824891,0.117090103,0.116006601,0.117847619,0.119936729,0.122758467,0.126292998,0.125158817,0.123763899,0.122206036,0.120837508,0.119512,0.117095492,0.114170523,0.111658169,0.109106818,0.107147499,0.105902456,0.104877343,0.103902237,0.103104558,0.101998258,0.099746946,0.097747783,0.096558934,0.097009459,0.095698563,0.092640904,0.092320712,0.092185383,0.092047979,0.091230592,0.090232571,0.089834417,0.089227202
East Asia & Pacific (all income levels),EAS,0.190837536,0.187195434,0.185265557,0.182387595,0.179825905,0.176553896,0.172130853,0.167298311,0.163041471,0.157562445,0.153699797,0.149963573,0.14907965,0.145524045,0.143418543,0.141124891,0.140085232,0.139033737,0.137075136,0.134961361,0.138177269,0.138591408,0.14198881,0.144678464,0.143091596,0.141545317,0.139736412,0.138527782,0.137139407,0.133273212,0.131012144,0.12792138,0.12575724,0.119904999,0.116576702,0.11724977,0.118241135,0.118041431,0.117694173,0.116675498,0.113228903,0.111596031,0.112168885,0.111629465,0.107931866,0.105844302,0.105491536,0.105976227,0.103733634,0.105004252,0.104298647,0.103237933
Ecuador,ECU,0.354256858,0.345194081,0.335328966,0.3266592,0.317258179,0.30901588,0.299254499,0.291533231,0.284066582,0.276851782,0.269883197,0.263161238,0.257862186,0.246157616,0.234002874,0.223752023,0.212626782,0.203276822,0.193319107,0.195522677,0.184917434,0.181264375,0.178495619,0.175768742,0.173084918,0.170031308,0.166851847,0.158658886,0.156976576,0.157155328,0.152535993,0.14327197,0.144777696,0.137580485,0.137544636,0.134926727,0.131701322,0.129852417,0.127963552,0.116706514,0.104038722,0.097745606,0.09452506,0.094355887,0.088276419,0.084122471,0.085550541,0.081640099,0.079439201,0.076146714,0.07444473,0.076238823
"Egypt, Arab Rep.",EGY,0.085186865,0.082291169,0.08048094,0.083632997,0.08474171,0.083003238,0.080806501,0.080057237,0.078285254,0.07690991,0.075064416,0.073501611,0.071584256,0.069670967,0.065757169,0.061890647,0.057955505,0.054440106,0.052709791,0.051882433,0.050536686,0.048384415,0.04734055,0.046684673,0.045676509,0.043853395,0.043082806,0.041718196,0.040498412,0.039296356,0.044385445,0.04736445,0.04644798,0.045119265,0.042620225,0.042914657,0.042377256,0.044611409,0.040989301,0.041106354,0.041405351,0.040222775,0.040287478,0.034199729,0.034153057,0.033038969,0.033453149,0.035851721,0.035019078,0.033513299,0.033025569,0.031250746
Euro area,EMU,0.295220564,0.29186454,0.285941184,0.282011082,0.275854803,0.272662828,0.26854359,0.266738769,0.261862833,0.25183144,0.249058295,0.245721982,0.244269263,0.242396075,0.240189129,0.23926355,0.239108089,0.23790875,0.236825357,0.235943291,0.235427144,0.233350389,0.233698897,0.233016134,0.232729658,0.232654439,0.230362182,0.229140384,0.227589421,0.22467845,0.234718048,0.234224853,0.23172199,0.226527954,0.227294543,0.225715792,0.224182036,0.222601685,0.216167162,0.209153739,0.207227537,0.204717904,0.204783865,0.203383213,0.200121798,0.196987537,0.197146812,0.195489266,0.195074169,0.193426504,0.195855039,0.193786339
Spain,ESP,0.525281493,0.517787031,0.503619279,0.499651189,0.480404758,0.481596718,0.473890511,0.480905895,0.464001704,0.477864818,0.472078928,0.46109565,0.452803293,0.445276588,0.435649562,0.429749203,0.424164281,0.4187508,0.415555583,0.412527044,0.410222702,0.408998073,0.40887102,0.405113984,0.403912048,0.40340847,0.402341687,0.399881696,0.394718875,0.39184316,0.389093356,0.382297254,0.376791257,0.356589584,0.366024923,0.360892601,0.344501971,0.337196554,0.332809977,0.320541753,0.31157409,0.308550051,0.303458177,0.295809089,0.286503786,0.278286307,0.271749384,0.269547151,0.268974552,0.2659025,0.268744473,0.269626509
Ethiopia,ETH,0.493468699,0.488730787,0.476739627,0.47954007,0.47072724,0.462315204,0.454622057,0.453105203,0.440964295,0.43663837,0.431391969,0.418966578,0.408095433,0.399158218,0.392221499,0.38763434,0.383514953,0.379092185,0.368899251,0.354636269,0.339535543,0.324103561,0.303847445,0.290612146,0.275553351,0.259948081,0.247168116,0.234743786,0.223692261,0.213919911,0.206384246,0.186992978,0.179386397,0.173663203,0.168036604,0.162579559,0.158673086,0.154918281,0.150503578,0.144874204,0.139974943,0.150871938,0.165944197,0.167383666,0.170138886,0.173540097,0.163770633,0.163512975,0.166339633,0.169078795,0.166458384,0.159890651
European Union,EUU,0.320058693,0.315872238,0.31104094,0.306500343,0.301387754,0.297837615,0.293985506,0.291315133,0.28708912,0.279641567,0.27673302,0.273540771,0.271833553,0.269334243,0.267330522,0.266128766,0.265556424,0.263888395,0.262699884,0.26142211,0.260694038,0.258944177,0.25914805,0.258555014,0.257889517,0.257627959,0.255695788,0.252608716,0.251197625,0.248799723,0.254412935,0.253778575,0.251171376,0.247520451,0.248115448,0.247846919,0.245255779,0.24325453,0.237434518,0.231444922,0.229069522,0.226057831,0.225295288,0.223152472,0.221726714,0.217594206,0.218051304,0.217174681,0.21454106,0.213921274,0.214945586,0.213288593
Fragile and conflict affected situations,FCS,0.565710013,0.556109051,0.546266063,0.534153292,0.518968703,0.508135598,0.494342558,0.484763856,0.473807228,0.463059856,0.452859234,0.438432404,0.430168979,0.417871217,0.409814946,0.399249146,0.390609725,0.380879437,0.371545044,0.363569993,0.355922088,0.347571639,0.341749713,0.334759873,0.327687486,0.320251301,0.312768844,0.303746607,0.295339764,0.288881028,0.279229761,0.283456691,0.275577853,0.272146548,0.272693042,0.266052863,0.259922401,0.253791092,0.246730949,0.243497931,0.240083036,0.24230525,0.235659039,0.237226339,0.231841805,0.227778786,0.222175037,0.217309025,0.21414673,0.208491847,0.212844038,0.200667575
Finland,FIN,0.596489814,0.595913302,0.595707241,0.596113006,0.596699011,0.595430402,0.593346675,0.564797022,0.55862538,0.553476012,0.530793548,0.521444013,0.521343443,0.520392916,0.520963826,0.51037139,0.507119579,0.503600444,0.495654912,0.490149509,0.481610165,0.476009347,0.469027529,0.464035987,0.459440676,0.462113374,0.454141035,0.455384982,0.455014819,0.458679549,0.453074896,0.449151052,0.451955483,0.419653118,0.414356474,0.413554132,0.4205299,0.421471485,0.422722498,0.422763419,0.424008931,0.424667956,0.424756492,0.426317017,0.429241353,0.426700601,0.425170404,0.422992052,0.420408729,0.417666369,0.415425203,0.408919185
Fiji,FJI,0.211112587,0.197153651,0.190919343,0.174612619,0.170050532,0.161914775,0.134298949,0.131460447,0.128715211,0.126034375,0.12895833,0.126328935,0.123809221,0.130074646,0.136164882,0.14207917,0.147698852,0.144801389,0.141675167,0.145938979,0.149656688,0.153197673,0.157060737,0.168619136,0.167003457,0.180124008,0.193659585,0.207003908,0.219591395,0.232504701,0.241761961,0.238403018,0.235089452,0.232108916,0.229451649,0.227026495,0.212416626,0.210788921,0.209560133,0.208790062,0.208412254,0.208173632,0.207733807,0.206857949,0.205465379,0.202460918,0.200425519,0.19674733,0.191871174,0.190239667,0.188753063,0.187396293
France,FRA,0.40586331,0.398637972,0.3858085,0.375741343,0.365540863,0.355019898,0.342830593,0.340154761,0.334716406,0.324997393,0.321511484,0.319902613,0.320661197,0.319487145,0.314091145,0.315259191,0.315807816,0.315632369,0.315716536,0.315296217,0.315993596,0.314639765,0.315366699,0.315569742,0.315021045,0.316043513,0.307988974,0.304384282,0.303947129,0.304499821,0.303254567,0.30510551,0.305023696,0.305215319,0.304670395,0.304680184,0.304355023,0.303373497,0.301310907,0.299005348,0.297225478,0.294891705,0.292934059,0.290832341,0.288234885,0.28564163,0.283785675,0.282136208,0.281476247,0.27966963,0.278542001,0.277672533
Faroe Islands,FRO,0.085341223,0.084388186,0.083458521,0.082501444,0.081512879,0.08051962,0.079537621,0.078608112,0.077746391,0.076956622,0.076219512,0.07550779,0.074783129,0.074021071,0.073217162,0.072381596,0.071520526,0.070641424,0.069751221,0.068872105,0.068019499,0.067172701,0.066314463,0.065445026,0.064514742,0.063567403,0.062775953,0.06236358,0.062459661,0.063165874,0.064413621,0.065932617,0.067264574,0.068028753,0.068056532,0.067465761,0.066480521,0.065427898,0.064528618,0.063813494,0.063221782,0.062745754,0.062366173,0.062064257,0.061849294,0.061729665,0.061691583,0.061711888,0.061770338,0.061865875,0.061992437,0.062122091
Gabon,GAB,0.196153046,0.213066806,0.229098136,0.244125954,0.258035026,0.270841722,0.282746458,0.294059649,0.305023224,0.315754137,0.326195629,0.336201721,0.345530562,0.357077444,0.388686511,0.402188613,0.413107751,0.404753606,0.397715195,0.387911604,0.378162054,0.368479969,0.358871806,0.349359287,0.33996101,0.330719132,0.321695714,0.312955944,0.309786415,0.30155829,0.293649798,0.286030651,0.27866336,0.299139674,0.291511456,0.284131144,0.277040424,0.27029005,0.26389552,0.257847489,0.252095886,0.246568338,0.241183088,0.23588723,0.23067314,0.22555316,0.220527216,0.21559902,0.210773988,0.206048572,0.201426846,0.196927805
United Kingdom,GBR,0.135887324,0.135601118,0.136185185,0.135037044,0.134020147,0.133027323,0.131801774,0.129198663,0.127588669,0.127593594,0.127108222,0.125901941,0.1256803,0.122168115,0.122642922,0.123163729,0.123424048,0.121411025,0.122846423,0.122608389,0.122758889,0.122468511,0.122682485,0.123606841,0.122438763,0.122090664,0.120959114,0.117420921,0.115638064,0.114358063,0.11382345,0.105529215,0.102150245,0.102311259,0.104836166,0.109196375,0.10691239,0.1008308,0.09977499,0.095585779,0.097455842,0.094873929,0.097002887,0.0948491,0.100153139,0.099229543,0.097157288,0.0971317,0.095114637,0.095828386,0.097519164,0.097701128
Ghana,GHA,0.239927864,0.23276728,0.226265844,0.220477224,0.215435524,0.210985074,0.206786967,0.202444915,0.197743928,0.192584958,0.187150984,0.181816023,0.177004419,0.183086677,0.179578511,0.176645693,0.183495276,0.180081643,0.175892946,0.170900071,0.182797661,0.176542837,0.186822272,0.188735065,0.183150533,0.185454699,0.187690438,0.182680575,0.184574242,0.186136352,0.180977611,0.176020434,0.171365509,0.17898703,0.18638011,0.204911233,0.211475248,0.209416383,0.209827424,0.21043025,0.211287738,0.206102851,0.191934039,0.187007522,0.191327481,0.190873232,0.19467104,0.193985079,0.189984807,0.189341494,0.183992172,0.179633175
Guinea,GIN,0.953410495,0.932019883,0.91054469,0.889163042,0.867229319,0.845375794,0.82451506,0.805696602,0.789715527,0.775985172,0.764230384,0.754022107,0.745032884,0.736283283,0.727934403,0.719691202,0.710585919,0.699705652,0.685889167,0.669021804,0.649520853,0.62833785,0.606817993,0.585190391,0.564366821,0.54399413,0.522865686,0.499146143,0.472814257,0.444314611,0.415469753,0.388788361,0.365957755,0.347702979,0.322100276,0.300070841,0.280668077,0.254413614,0.244227719,0.24565207,0.262225668,0.266657415,0.269420148,0.283482623,0.277825457,0.275793569,0.273319526,0.265963155,0.263339365,0.256266353,0.257980919,0.259441885
"Gambia, The",GMB,0.318101819,0.316138484,0.3142805,0.311825677,0.308685831,0.307439557,0.300816199,0.298301973,0.290643731,0.289009177,0.290809166,0.29192014,0.336292709,0.314736984,0.303872605,0.308069798,0.311714111,0.283685519,0.263083437,0.289408759,0.311631251,0.271823894,0.24105081,0.230845304,0.230890245,0.228817585,0.236044884,0.205414313,0.203967884,0.206426608,0.165356573,0.159675333,0.173640085,0.173587328,0.173383134,0.181933393,0.172562405,0.201187003,0.227852901,0.236760547,0.214120645,0.222165447,0.222265719,0.225609528,0.196944206,0.197211186,0.234441616,0.261150931,0.26580004,0.257275317,0.243482957,0.235687603
Guinea-Bissau,GNB,0.37303186,0.369152661,0.364928365,0.360116831,0.354665053,0.3635592,0.35706218,0.350542339,0.344184269,0.337994904,0.331925697,0.332662685,0.333344663,0.32756056,0.321986365,0.316581024,0.311214334,0.305730468,0.300040241,0.296442574,0.305027532,0.309600604,0.308315429,0.306897468,0.258788724,0.242984334,0.227730213,0.232378677,0.236695802,0.231440551,0.226304146,0.239000235,0.242400947,0.237111909,0.223694,0.21888579,0.206279792,0.217437392,0.228057972,0.223273094,0.204027057,0.192621044,0.195555854,0.191415821,0.187340719,0.183325018,0.179338535,0.175347187,0.183576511,0.179264049,0.174965882,0.170732179
Equatorial Guinea,GNQ,0.445840118,0.459787731,0.457047023,0.449101241,0.45376992,0.442564039,0.432973907,0.428061668,0.429693543,0.456276433,0.472888915,0.495428717,0.520860461,0.545668234,0.568950199,0.589965147,0.603853514,0.604611793,0.589288547,0.558098002,0.51730793,0.475843616,0.440543563,0.413476799,0.393644757,0.378688572,0.366726095,0.355724844,0.344495883,0.33300801,0.321717675,0.310700774,0.300094414,0.289963688,0.280266641,0.2709259,0.261922511,0.253240011,0.244869052,0.236791152,0.229008709,0.221551131,0.214450323,0.207712194,0.201326276,0.195254417,0.18944279,0.169694056,0.164674562,0.159804399,0.155093062,0.150549128
Greece,GRC,0.338887434,0.360511225,0.352626172,0.349810937,0.347703895,0.347762482,0.349282929,0.343905296,0.342325305,0.338691859,0.335822356,0.331164914,0.328943625,0.321448828,0.314317899,0.30810619,0.309969534,0.306757526,0.301062846,0.300636733,0.299095573,0.294517097,0.295276754,0.290911287,0.288847043,0.286982925,0.285245078,0.28673379,0.284305103,0.277812043,0.275409482,0.271404146,0.269763249,0.267085697,0.264874444,0.261601374,0.259689162,0.256650949,0.253659884,0.250411245,0.249219824,0.248168249,0.239978655,0.240186091,0.234475056,0.232339799,0.23073088,0.229314496,0.230817489,0.229808484,0.229968082,0.232280072
Grenada,GRD,0.054098503,0.053559569,0.053154168,0.052865858,0.052699256,0.05265264,0.052700922,0.052808348,0.052949275,0.053089828,0.04258173,0.042721806,0.042941031,0.043265227,0.043746924,0.04435229,0.033681374,0.033871132,0.03370635,0.033121722,0.032226531,0.031256186,0.030475416,0.030027926,0.029956264,0.020124571,0.020395052,0.020646014,0.020771452,0.020735058,0.02057592,0.020345466,0.020120117,0.019949528,0.019842057,0.019777503,0.019742947,0.009857947,0.009840583,0.019636913,0.019588639,0.019536783,0.019482354,0.019426718,0.019368772,0.019307442,0.019242981,0.028763735,0.028659591,0.028552394,0.028442489,0.028328077
Guatemala,GTM,0.252491691,0.245704472,0.239086464,0.232646526,0.226389621,0.222306605,0.216312664,0.208541638,0.202825395,0.197209521,0.195199487,0.194849864,0.19278055,0.187561228,0.18726507,0.189977978,0.185068441,0.180140108,0.178405165,0.174409133,0.173144929,0.168609087,0.164269719,0.160147848,0.156240648,0.152514405,0.148921931,0.145409235,0.141943913,0.138518913,0.135147596,0.134279061,0.133973676,0.130824919,0.128247411,0.126014254,0.123913356,0.121835616,0.119346443,0.117310868,0.116116024,0.154135582,0.124245683,0.106193307,0.111637911,0.114222523,0.093927086,0.087428015,0.08118781,0.075194295,0.069436966,0.063903717
Guam,GUM,0.028732742,0.028054819,0.027379257,0.02672832,0.026105912,0.025507276,0.024931749,0.024377758,0.023843586,0.023329601,0.02283496,0.022355611,0.021886388,0.021423828,0.020967438,0.020517871,0.020074678,0.019637492,0.019206576,0.018781812,0.018363618,0.017952516,0.017549864,0.01715619,0.01677402,0.016403661,0.016041451,0.015683199,0.015327785,0.014975328,0.014631006,0.014304105,0.014005014,0.01373985,0.013508037,0.013306189,0.013134132,0.012991147,0.012875979,0.012786334,0.012719329,0.012672424,0.012642705,0.012626183,0.012623951,0.006315843,0.00631672,0.006304335,0.006271952,0.006216663,0.006142242,0.006056165
Guyana,GUY,0.582790367,0.565531349,0.550506623,0.538147757,0.535984974,0.528284815,0.522006623,0.516244994,0.517567834,0.511500957,0.505484507,0.502136856,0.495736257,0.491780909,0.523296689,0.553482546,0.583269855,0.614064377,0.610210345,0.609347389,0.611102199,0.615095205,0.620714805,0.627415714,0.635258431,0.644166469,0.653174975,0.660941263,0.666405658,0.668987682,0.668876747,0.66675001,0.663689283,0.660524704,0.657360451,0.654081057,0.651009879,0.648483023,0.606290874,0.60551992,0.605565551,0.606030407,0.606336622,0.565660375,0.564740051,0.563276013,0.561425272,0.559441305,0.557500909,0.555641548,0.553790166,0.551881456
High income,HIC,0.518035684,0.515980453,0.510237383,0.504925349,0.501370327,0.496638444,0.500673103,0.506752903,0.499997398,0.490424,0.483349231,0.477100336,0.473468615,0.46834356,0.463912874,0.459089288,0.459406432,0.456667465,0.452963716,0.44775281,0.447418216,0.441825222,0.441285811,0.43835778,0.434966511,0.429680942,0.425565359,0.422538742,0.418972412,0.412302511,0.468797618,0.458722578,0.45407046,0.442437152,0.43303784,0.433488136,0.4324547,0.428427916,0.423467769,0.420629258,0.412892541,0.407806636,0.403897954,0.401956883,0.395411029,0.390871082,0.387288681,0.381962713,0.375071861,0.374724219,0.37802961,0.374018977
"Hong Kong SAR, China",HKG,0.003933196,0.00380017,0.003424071,0.003335279,0.003305876,0.00322338,0.003155653,0.00310567,0.003031068,0.002719205,0.002667572,0.002593361,0.002537954,0.002017214,0.001992032,0.001745315,0.00171398,0.001622817,0.001382552,0.001350465,0.001329661,0.001309611,0.001296801,0.001282944,0.00126706,0.001252124,0.00124387,0.001055186,0.001051801,0.001043115,0.001034394,0.001016777,0.000994135,0.000974643,0.000932328,0.000770499,0.000764094,0.00075683,0.000750188,0.000744679,0.000741389,0.000742854,0.000737083,0.00073387,0.000583337,0.000578344,0.000574894,0.000573658,0.000498277,0.000494937,0.000433288,0.000431304
Honduras,HND,0.610038856,0.592453499,0.575179913,0.560222423,0.547054541,0.534934006,0.521902672,0.506867521,0.494183314,0.481846009,0.480799646,0.470597878,0.458945897,0.454671972,0.448690327,0.454492124,0.440613038,0.424036332,0.408156305,0.394844572,0.381563355,0.367819343,0.356085771,0.343368018,0.332310294,0.32037351,0.308971776,0.303348031,0.29816271,0.295970086,0.292496057,0.316469859,0.302448125,0.286167248,0.279496145,0.259565235,0.253939614,0.240083709,0.171069408,0.167626596,0.164332949,0.161175823,0.155478346,0.152612264,0.14984953,0.147187932,0.140230623,0.138153388,0.13592977,0.133833433,0.131848853,0.129951883
Heavily indebted poor countries (HIPC),HPC,0.588808075,0.58496806,0.575208326,0.566015697,0.554593332,0.543352957,0.537074197,0.527209732,0.514823273,0.505771408,0.495842647,0.483002845,0.468465132,0.459633528,0.451243499,0.440371803,0.434574154,0.424335065,0.41445239,0.403386549,0.395205808,0.38746093,0.379215892,0.374133768,0.365166577,0.354981847,0.347326105,0.33885855,0.33316066,0.326419033,0.319613953,0.315759547,0.307291145,0.305920873,0.304083532,0.298054937,0.291030418,0.285207178,0.276459669,0.271912803,0.268492919,0.272012263,0.267259595,0.266809611,0.260218582,0.257529773,0.258218638,0.254178748,0.250654753,0.244973544,0.249069698,0.236560343
Haiti,HTI,0.223736115,0.219312567,0.214969727,0.210716922,0.206541301,0.202450506,0.19849002,0.194712095,0.191138034,0.187767686,0.15748813,0.154818265,0.152141028,0.149405965,0.146995881,0.144156477,0.143104824,0.140129872,0.137110746,0.134051183,0.130976539,0.127938275,0.12499339,0.1221767,0.119493623,0.116931607,0.11448123,0.112128558,0.109863286,0.10768437,0.105591275,0.103575988,0.104235736,0.102304328,0.100432513,0.110947375,0.108978839,0.107086815,0.105272983,0.10353677,0.101870582,0.10026118,0.098693063,0.097156457,0.095648229,0.109867596,0.10303829,0.104164711,0.110004213,0.104486101,0.0971928,0.102576403
Hungary,HUN,0.516014436,0.514970985,0.515126976,0.515277246,0.513329219,0.510443588,0.507711966,0.504916969,0.502325905,0.500022329,0.497860795,0.496163028,0.489468179,0.486503281,0.481946945,0.476238283,0.472258686,0.470565067,0.469325249,0.469666859,0.468822903,0.469621346,0.471218151,0.472921,0.474386872,0.475654687,0.476573038,0.481982011,0.487180051,0.487400467,0.457309679,0.458410761,0.459135358,0.465293473,0.46657831,0.468393815,0.469387536,0.470328292,0.450691712,0.452119327,0.453408577,0.453820663,0.454925654,0.456128715,0.456442371,0.456652791,0.456755741,0.457463844,0.43919899,0.440746122,0.443229793,0.445058476
Indonesia,IDN,0.194472642,0.18936272,0.184354401,0.179445699,0.174643082,0.16995979,0.165408391,0.161001659,0.156746935,0.15264328,0.148687202,0.144878195,0.141214979,0.137694561,0.134317638,0.131078662,0.12796282,0.124953562,0.12204187,0.119222004,0.11650013,0.113892087,0.111546748,0.118173084,0.11982041,0.123275686,0.120890794,0.117037658,0.111625633,0.097939092,0.096398583,0.094979261,0.088305702,0.088049298,0.089737927,0.091198663,0.090885456,0.094419166,0.09690819,0.094195197,0.092382041,0.101703158,0.110476795,0.101416676,0.09377836,0.094706415,0.096447681,0.098966237,0.097676812,0.095993495,0.094743604,0.093525535
