Country Name,Country Code,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Isle of Man,IMN,0.514615068,0.503167716,0.485768196,0.481138958,0.448084054,0.435890178,0.41997458,0.406811391,0.384398364,0.367347646,0.358588187,0.350605131,0.351093214,0.342954661,0.342487884,0.340038771,0.337932977,0.338589981,0.340971924,0.33779634,0.336331518,0.333830197,0.33173953,0.32740589,0.320429283,0.311517103,0.301905688,0.293077312,0.2858687,0.280427829,0.276274086,0.272780684,0.269079553,0.264612571,0.259262816,0.253329179,0.247151083,0.241173447,0.235658672,0.230646325,0.236216451,0.222855334,0.227284143,0.221544589,0.345210208,0.335717948,0.329961202,0.306650069,0.300971219,0.293526431,0.250644097,0.253290463
India,IND,0.334790326,0.329621363,0.323426691,0.317753684,0.311937634,0.307765165,0.30186051,0.295243187,0.289849198,0.281952836,0.276277726,0.271368249,0.265868673,0.26031374,0.254733384,0.24897391,0.245126999,0.239879575,0.233572938,0.228308312,0.223531735,0.217738125,0.213973641,0.209107672,0.204361583,0.199704554,0.195064486,0.191707597,0.187754039,0.183657235,0.179495793,0.175868345,0.172421254,0.168503711,0.16443028,0.161954506,0.15880415,0.155534914,0.15276022,0.149572503,0.147159756,0.144174834,0.14175982,0.139334385,0.136531793,0.133952636,0.131984751,0.130066149,0.127547503,0.125840316,0.123889905,0.122704289
Ireland,IRL,0.552529046,0.547210488,0.532347247,0.518541688,0.494669067,0.490619993,0.478125911,0.470905154,0.465635303,0.455540516,0.438941667,0.415755278,0.39936255,0.386888433,0.373064035,0.360428981,0.347841759,0.335828084,0.324660103,0.313640313,0.303517127,0.289694069,0.294698568,0.290835543,0.28448819,0.276831701,0.291351733,0.299628967,0.296245789,0.291152116,0.281865879,0.286052947,0.282420887,0.285410191,0.29113322,0.281696198,0.292240464,0.286567597,0.283035677,0.307275047,0.299342794,0.295757235,0.296049738,0.284621269,0.269796525,0.240967033,0.245236487,0.240112449,0.22170299,0.232040157,0.2550744,0.242046289
"Iran, Islamic Rep.",IRN,0.649721435,0.633434363,0.617490151,0.601880592,0.586544597,0.571849444,0.558577712,0.544565815,0.531317744,0.532117442,0.539571844,0.546894832,0.515024495,0.484256989,0.454367202,0.429967848,0.394467789,0.407818488,0.335702014,0.336988586,0.337797382,0.330195664,0.3224811,0.3150719,0.307891929,0.301062779,0.293763065,0.281354394,0.270432926,0.29117771,0.291914177,0.294702473,0.291371824,0.288269137,0.278876843,0.26434462,0.264665851,0.252190625,0.226636081,0.237394858,0.236776762,0.236376383,0.236072403,0.235774406,0.235480188,0.235203541,0.214323059,0.210042166,0.205754963,0.201424973,0.197106043,0.192838996
Iraq,IRQ,0.605924772,0.595772751,0.584816922,0.573080202,0.55483844,0.542056971,0.523719358,0.505968551,0.488809115,0.472703333,0.471704966,0.456572262,0.45083654,0.436472498,0.422598408,0.409277043,0.404378926,0.395990017,0.38452079,0.373764628,0.363632309,0.354134497,0.345286926,0.337048442,0.329404241,0.322210049,0.318171023,0.293286662,0.286066474,0.300786909,0.286974793,0.294396473,0.257562454,0.237415037,0.23015613,0.204467085,0.209451581,0.198788917,0.17391488,0.177255308,0.186419122,0.175572579,0.170969202,0.192466335,0.173179022,0.174151437,0.137158562,0.121785879,0.12958338,0.135176805,0.132348107,0.148010509
Iceland,ISL,0.657974098,0.646367147,0.634977749,0.624070395,0.613591042,0.603770547,0.595568967,0.590060432,0.591866483,0.591951402,0.588131225,0.584032367,0.580830727,0.578037334,0.576868919,0.581607672,0.581559205,0.580326489,0.582980477,0.576368876,0.572992389,0.565455719,0.55947326,0.55508378,0.555144338,0.549095213,0.540562185,0.533909164,0.533697503,0.527546868,0.520959024,0.511896862,0.507478733,0.504733277,0.498296866,0.490543212,0.474371185,0.465064298,0.458740065,0.452682406,0.448659759,0.445563534,0.441668892,0.434732791,0.424646622,0.401199104,0.393807457,0.389326183,0.38674259,0.383055289,0.377904439,0.374346746
Israel,ISR,0.134757959,0.134510298,0.13010101,0.121732345,0.12248003,0.117668488,0.114876918,0.111574557,0.10928043,0.106223526,0.103240152,0.101891397,0.100384957,0.097250362,0.09198981,0.089952948,0.088075881,0.085842578,0.083806086,0.082153691,0.080625155,0.076735688,0.078865112,0.077250177,0.078622936,0.077592126,0.076316974,0.074811864,0.07360515,0.070115175,0.06773375,0.065957042,0.0646416,0.062218215,0.059030218,0.057573681,0.056104505,0.054367347,0.053744633,0.053113838,0.053120244,0.0499275,0.045674842,0.044876697,0.042956179,0.042589936,0.041005363,0.040651384,0.038511989,0.03807721,0.037266924,0.035461257
Italy,ITA,0.251476775,0.247287911,0.243791285,0.240326909,0.236942821,0.234194384,0.231911826,0.228267986,0.222660499,0.175890256,0.172724672,0.169639479,0.169095504,0.168287005,0.168059807,0.167258176,0.168301593,0.168259566,0.168037347,0.167534856,0.167269305,0.161374515,0.160790522,0.15991357,0.160540941,0.160153547,0.158186697,0.158685678,0.158887884,0.15680465,0.154057197,0.150443886,0.146525366,0.145713811,0.146534626,0.145068484,0.146362266,0.150132694,0.148905622,0.146364752,0.145235615,0.138868526,0.138319403,0.134208543,0.126857503,0.122710599,0.127459063,0.118131092,0.118797349,0.113170467,0.119550451,0.1133414
Jamaica,JAM,0.09889977,0.097245549,0.095690305,0.085227273,0.084121977,0.085925369,0.08499177,0.084013754,0.077581594,0.076491761,0.075318337,0.074127848,0.073016519,0.072031793,0.071158101,0.070408891,0.069701251,0.064159198,0.063291139,0.06243352,0.056815599,0.051320957,0.050440809,0.049759855,0.049233667,0.048923679,0.048803259,0.050528443,0.049790795,0.052368163,0.056127747,0.071281561,0.065447101,0.063709677,0.061754883,0.059193337,0.056711958,0.055549319,0.054066809,0.053731334,0.051620245,0.051434548,0.050490766,0.048418805,0.048246503,0.046948692,0.044911289,0.044752975,0.044596005,0.044447111,0.044316337,0.044204284
Jordan,JOR,0.288413619,0.273166085,0.259189932,0.244680851,0.231610694,0.218238821,0.206782161,0.196308154,0.188328912,0.181085062,0.175690119,0.170420857,0.165931419,0.160773481,0.156160561,0.151030242,0.146454394,0.141474921,0.137093077,0.128173123,0.125479128,0.123783743,0.083134056,0.104689864,0.100874636,0.106465214,0.104477612,0.095811518,0.056529968,0.042143865,0.069568711,0.058627752,0.051957646,0.060071514,0.041618497,0.042079208,0.041630149,0.040598291,0.039608088,0.0390482,0.038705836,0.034275755,0.039508507,0.034189614,0.034320809,0.024783607,0.02583823,0.033947591,0.029374793,0.028409642,0.034346312,0.035758514
Japan,JPN,0.058644294,0.05753419,0.056528939,0.055398805,0.054644754,0.053382973,0.052641474,0.050032955,0.049796349,0.048487658,0.047178789,0.046401244,0.045187996,0.044175451,0.043637105,0.04313078,0.042629115,0.042133425,0.041735884,0.041318169,0.040962777,0.040609094,0.040293956,0.039998675,0.039673394,0.039429606,0.039196496,0.038922642,0.038595724,0.038250176,0.037946051,0.037619644,0.037291635,0.036910371,0.036594384,0.036245508,0.035878165,0.035560013,0.03527195,0.03495112,0.034673781,0.03442741,0.034274935,0.034123015,0.033968433,0.033796611,0.033639693,0.033534562,0.03343484,0.033281886,0.033285908,0.033273487
Kenya,KEN,0.405610262,0.392886509,0.380428249,0.368238794,0.356324583,0.344675148,0.33326192,0.322054761,0.311042931,0.30023644,0.289659208,0.279333845,0.269283652,0.281768656,0.271506649,0.261578515,0.25196269,0.242634541,0.233588761,0.224836359,0.216403647,0.208318132,0.196646722,0.2326467,0.225216346,0.220195092,0.222932513,0.232616227,0.212827402,0.210323583,0.211428366,0.195936175,0.204900096,0.198662662,0.166133003,0.16690795,0.1582297,0.168177936,0.157439913,0.160937606,0.155726267,0.153378078,0.152682573,0.148914935,0.14633737,0.142279817,0.138582228,0.140056065,0.136380612,0.140029127,0.138683286,0.132744737
Cambodia,KHM,0.472895928,0.461080219,0.458178494,0.448416903,0.440127953,0.433428024,0.419394324,0.398433793,0.383498868,0.251126021,0.245527244,0.24070134,0.244657765,0.24496861,0.255668266,0.263083197,0.279268723,0.28697141,0.297696972,0.295224348,0.292294386,0.283485352,0.272909297,0.297039996,0.325401342,0.364596778,0.407459028,0.422419772,0.410151966,0.396842123,0.38305299,0.371336648,0.357306577,0.345973555,0.335687318,0.326315118,0.317828213,0.310186543,0.303330777,0.297215469,0.291752458,0.286794649,0.282177071,0.277776568,0.280953705,0.276792413,0.279897744,0.275728725,0.278481989,0.274102163,0.27642459,0.274893551
Kiribati,KIR,0.046176579,0.04507347,0.044029588,0.043052416,0.042139862,0.041288192,0.040494847,0.03975906,0.039077001,0.038446751,0.037862295,0.037309952,0.036776875,0.036252243,0.035727045,0.035201971,0.034683685,0.034182775,0.033704078,0.033257396,0.032831019,0.03238342,0.03186337,0.031247071,0.030525496,0.029734471,0.028941885,0.028223473,0.027620113,0.027137779,0.026747623,0.026412403,0.026084461,0.025731084,0.025346294,0.024940766,0.024523027,0.024105389,0.023694998,0.023294277,0.022898229,0.022499213,0.022088464,0.021661666,0.021218583,0.020766276,0.020317564,0.019887437,0.019484062,0.019109132,0.018758207,0.018425708
St. Kitts and Nevis,KNA,0.196209238,0.197890487,0.200264349,0.2032066,0.206803847,0.211046156,0.215521886,0.175692889,0.178245176,0.179815689,0.180472839,0.180529855,0.18047691,0.180676634,0.181233293,0.182041597,0.183049606,0.184119678,0.185163754,0.186141747,0.187086364,0.188062719,0.189152126,0.190399124,0.191860326,0.193456339,0.194908028,0.195819259,0.195919967,0.195079129,0.193423598,0.19122287,0.165238534,0.163215818,0.138277523,0.136720975,0.135162533,0.155770172,0.153697523,0.151462697,0.149142431,0.146809001,0.144556418,0.080791225,0.079890803,0.079064698,0.078288611,0.077344007,0.085956601,0.094343183,0.093196645,0.092079336
"Korea, Rep.",KOR,0.075359172,0.073729684,0.074720855,0.075353582,0.074297862,0.072881791,0.070496748,0.068348397,0.066778684,0.064897339,0.062795837,0.061431277,0.059811602,0.058417167,0.057464013,0.056767319,0.056236025,0.055123008,0.054034523,0.052965598,0.052102468,0.050914044,0.049918383,0.049233265,0.048624639,0.048220051,0.047512271,0.046597051,0.045557095,0.04450788,0.043384878,0.042425971,0.041329219,0.039540513,0.038330856,0.037472597,0.036900606,0.036446184,0.036546884,0.035664993,0.035151688,0.034664101,0.034409245,0.034130985,0.033469813,0.03286167,0.03197225,0.031230914,0.030499673,0.029891859,0.030441296,0.029785143
Kuwait,KWT,0.002983641,0.002620099,0.002318217,0.002073944,0.00187434,0.001706977,0.001564529,0.00144118,0.001333006,0.001237777,0.001153739,0.001078962,0.001011872,0.000951306,0.000896489,0.000846784,0.000801541,0.000760209,0.000722365,0.001377047,0.001316781,0.001260871,0.001809496,0.001728788,0.002193944,0.00208556,0.001997358,0.001947,0.001942849,0.001992915,,,,0.00305431,0.003663214,0.003558179,0.003397033,0.003777348,0.00518277,0.006532591,0.005875973,0.00572521,0.005077679,0.004859507,0.004603477,0.004451288,0.004177001,0.00364426,0.003268537,0.00324156,0.002924335,0.002949615
Latin America & Caribbean (developing only),LAC,0.323215331,0.325930039,0.323561478,0.319017215,0.314253021,0.310890098,0.312598819,0.30868546,0.306660118,0.307209461,0.305900518,0.303607789,0.303886733,0.301900276,0.300178793,0.29820878,0.292175255,0.288378122,0.28310399,0.279538803,0.278760472,0.274866378,0.269705014,0.266203016,0.265478532,0.264501968,0.261388832,0.259024487,0.258947743,0.259510711,0.255608483,0.252924994,0.250637107,0.260323304,0.256026296,0.253246341,0.250467398,0.24770198,0.244529495,0.243879629,0.2449411,0.251071893,0.253686834,0.252498935,0.249815082,0.245306226,0.246003354,0.243921535,0.23958366,0.239024075,0.237850498,0.24204943
Lao PDR,LAO,0.288292963,0.28168047,0.275180996,0.268787512,0.266663713,0.260511332,0.257550073,0.252077154,0.24757774,0.242785819,0.24665544,0.246901049,0.247695097,0.246073972,0.245562111,0.24588918,0.244931808,0.243577212,0.239800707,0.235111844,0.23121469,0.225348587,0.220709231,0.215208912,0.209498498,0.203590902,0.198297831,0.192636909,0.188095641,0.182772743,0.177675151,0.17288067,0.173319544,0.17044844,0.165918189,0.168486412,0.16689022,0.166850354,0.172191809,0.178811699,0.184466972,0.189998105,0.195267839,0.200173646,0.20552038,0.208767072,0.213384007,0.221024896,0.223622739,0.224284657,0.224005685,0.226292309
Lebanon,LBN,0.093493089,0.090680923,0.093081953,0.098453703,0.09641306,0.099317194,0.10221781,0.102194562,0.102289411,0.101972791,0.099307208,0.096757573,0.093472577,0.090849336,0.088902162,0.087482887,0.08599261,0.084531731,0.080605106,0.08028281,0.079018919,0.078452228,0.077983555,0.076216294,0.074702404,0.070354489,0.069699651,0.068743544,0.067702077,0.065759047,0.063787534,0.062050522,0.060511382,0.059339238,0.059590215,0.059818591,0.060052152,0.040865966,0.039871669,0.035715614,0.036902024,0.036742219,0.035280983,0.03554171,0.033521968,0.032848472,0.029931457,0.029413579,0.026284505,0.028482647,0.029724856,0.02937617
Liberia,LBR,0.3212942,0.314226785,0.304715161,0.297693157,0.288318278,0.281343361,0.272906334,0.266029545,0.257795859,0.251078058,0.24443085,0.237835,0.231267345,0.224725172,0.218375004,0.215158153,0.208990536,0.202625613,0.196033984,0.189112522,0.18415528,0.180306455,0.17561413,0.172928341,0.176721116,0.177579132,0.184295618,0.187176711,0.166438646,0.169404567,0.172526658,0.17444622,0.173340439,0.168275622,0.159250087,0.156429021,0.148548621,0.145891956,0.138314117,0.133388022,0.130264603,0.128031875,0.125602776,0.122332165,0.118175233,0.113560968,0.117077463,0.12298842,0.121273677,0.122561817,0.119327328,0.116449899
Libya,LBY,1.113139209,1.074045717,1.037950873,0.998686858,0.962463908,0.923906125,0.888691516,0.85173324,0.815886758,0.783470139,0.749999566,0.720185663,0.690032863,0.663683903,0.637275566,0.61435485,0.592642362,0.570117998,0.549305237,0.529747842,0.511582637,0.49536962,0.479233571,0.465287641,0.453126866,0.441513233,0.429837299,0.420300441,0.410374728,0.402292847,0.394838944,0.386834086,0.381361316,0.383337959,0.40801619,0.400619498,0.352169793,0.346016539,0.340061874,0.334358638,0.328903198,0.323577516,0.306843989,0.30164389,0.296251203,0.290804238,0.285806584,0.281863456,0.273872165,0.272872469,0.273737018,0.274497856
St. Lucia,LCA,0.05429707,0.05353491,0.052735384,0.051919463,0.051084524,0.050238129,0.049416392,0.048663221,0.04800215,0.047443282,0.046966879,0.046528508,0.048832624,0.045549786,0.044959581,0.044316026,0.043648681,0.040415506,0.038140765,0.035955282,0.033016921,0.030145513,0.028119677,0.026104291,0.025656974,0.022895171,0.022466525,0.022066287,0.020987118,0.019977311,0.019022926,0.018803276,0.017210282,0.013601741,0.012754931,0.012583281,0.013066259,0.012897152,0.012742993,0.012606366,0.012482992,0.012363461,0.01223526,0.013300525,0.013718567,0.014105533,0.014473539,0.017123679,0.016911222,0.016733788,0.016584665,0.016455939
Latin America & Caribbean (all income levels),LCN,0.38340319,0.384259161,0.380878633,0.376227064,0.373873659,0.371023506,0.375139889,0.376451954,0.372267869,0.370047728,0.366257125,0.362032085,0.359919565,0.355854709,0.352280106,0.348297934,0.340864432,0.335354497,0.328793343,0.323242966,0.323014837,0.317568411,0.311418504,0.307263244,0.305233307,0.30173754,0.296637846,0.292909024,0.291073279,0.290290767,0.28501296,0.281529029,0.278668663,0.285594323,0.280954009,0.277904882,0.274900886,0.271576734,0.268206133,0.267037953,0.266976903,0.272743142,0.278013474,0.279911948,0.28010951,0.278234845,0.27669502,0.272969711,0.274549209,0.275137501,0.274686884,0.277547184
Least developed countries: UN classification,LDC,0.463365384,0.459378422,0.451445513,0.443960018,0.434439033,0.425049773,0.418816992,0.410360204,0.401469704,0.391800881,0.386084355,0.376023895,0.366013404,0.359275581,0.352874781,0.344240253,0.339581461,0.33109318,0.323529856,0.314856844,0.307779065,0.301403609,0.293822177,0.289837864,0.283619553,0.276797047,0.27220763,0.26617364,0.261851927,0.256502979,0.249416678,0.246391684,0.239755867,0.237572367,0.235735665,0.230683434,0.225199362,0.221237362,0.215603651,0.212406679,0.209452135,0.211993936,0.209465917,0.209152741,0.205245148,0.20392076,0.204955592,0.203123741,0.20142551,0.197861048,0.201130735,0.192285964
Low income,LIC,0.492414304,0.491069449,0.484047733,0.476637308,0.467107425,0.457296673,0.452016896,0.444742589,0.435066452,0.422941958,0.414921936,0.405268158,0.392896198,0.385860265,0.379420757,0.372119761,0.370324171,0.363584574,0.356769078,0.347805006,0.341135585,0.334889222,0.326635167,0.323933191,0.317547866,0.309555032,0.304281474,0.297123143,0.293543688,0.289028101,0.283097197,0.275271795,0.266723999,0.263508147,0.261418773,0.257107407,0.251587932,0.245620512,0.239415864,0.236814419,0.23468485,0.236552095,0.234274964,0.234251708,0.22935283,0.226852588,0.22841082,0.225005134,0.223132406,0.222434272,0.220842206,0.215057188
Liechtenstein,LIE,0.231240606,0.225708159,0.220143093,0.214511718,0.208811861,0.20313849,0.197677292,0.192631832,0.188093671,0.184111203,0.180562452,0.177289247,0.174034111,0.170684873,0.167182145,0.163639339,0.160237151,0.157189453,0.154625227,0.152549483,0.150863695,0.149432158,0.148098782,0.146740526,0.145332994,0.143890068,0.142394361,0.140820278,0.139154636,0.137405105,0.135579433,0.133685371,0.131730611,0.129731132,0.127685383,0.12562025,0.123620855,0.121791554,0.120185085,0.115854202,0.114722753,0.113735783,0.112817843,0.111901756,0.108135796,0.107250713,0.106380001,0.097211421,0.090969236,0.082108547,0.081541681,0.070194384
Sri Lanka,LKA,0.055252322,0.074844075,0.072457122,0.071031888,0.069236821,0.067674955,0.066544363,0.065621939,0.064727505,0.0643026,0.063914159,0.063249561,0.062782294,0.062981624,0.065612014,0.068139435,0.070472163,0.062189055,0.061029362,0.060618307,0.05639642,0.056366349,0.055886688,0.055296048,0.05500093,0.054663165,0.054099645,0.053551263,0.052894505,0.052296288,0.051933892,0.049869659,0.049354424,0.04885311,0.048374782,0.047824214,0.047327513,0.047491604,0.047900743,0.048731181,0.049468844,0.049548845,0.046308207,0.055996742,0.052875415,0.04990269,0.059270967,0.053789731,0.058102939,0.062293354,0.061202507,0.063171194
Lower middle income,LMC,0.339304284,0.335379006,0.3298011,0.326285387,0.316799444,0.312971398,0.305716139,0.302232428,0.29349399,0.285298247,0.275240404,0.274175648,0.264452183,0.258014295,0.25235635,0.242298362,0.236607034,0.22985741,0.22596132,0.217832148,0.214900025,0.208022977,0.206942974,0.204495392,0.202136044,0.198888417,0.193875314,0.190492844,0.185567663,0.181218719,0.190532752,0.188074909,0.184842509,0.182679468,0.179461199,0.177035994,0.174042122,0.172260068,0.169165327,0.165384825,0.162940377,0.162577673,0.159891777,0.156852895,0.154060978,0.152010226,0.149747316,0.146477808,0.144196637,0.141888136,0.141879454,0.13822221
Low & middle income,LMY,0.308648167,0.305143449,0.299968952,0.295455442,0.287718723,0.282699569,0.277191152,0.272944174,0.265837436,0.259505242,0.25331583,0.250614915,0.244227786,0.238941395,0.234816965,0.228886399,0.224618023,0.220522953,0.216069416,0.211143011,0.209729795,0.20646349,0.206361978,0.205807421,0.203492874,0.200470684,0.196682811,0.193526241,0.190446529,0.188226879,0.199584518,0.196774478,0.193351796,0.192006075,0.188868996,0.186109495,0.183305336,0.180895365,0.177108765,0.174027151,0.171963079,0.171353963,0.169909801,0.168340192,0.165491363,0.163389863,0.161904446,0.159580508,0.157795059,0.156244887,0.155864509,0.153793251
Lesotho,LSO,0.400267601,0.392946116,0.387777684,0.380390699,0.378256155,0.370762494,0.368363527,0.360918731,0.356506239,0.341710298,0.330146259,0.323305402,0.31626286,0.323734433,0.30136463,0.238245717,0.232846879,0.239362871,0.223343529,0.222272942,0.209600275,0.201163192,0.206501243,0.207104784,0.191960276,0.214439261,0.219477139,0.191727561,0.198430832,0.195957983,0.199956636,0.194867428,0.18839291,0.182458445,0.180980114,0.180385692,0.178411446,0.176665864,0.177780172,0.176330184,0.159110002,0.157996353,0.16213033,0.167718673,0.156157797,0.166184646,0.181523724,0.168306779,0.160152314,0.151503972,0.13673055,0.119103569
Morocco,MAR,0.503021065,0.493011945,0.48298773,0.477245697,0.472050602,0.460647824,0.456466973,0.446201032,0.441158134,0.487066799,0.425972304,0.420833991,0.412215172,0.408465845,0.400550509,0.39863486,0.400241211,0.382953037,0.375151294,0.373947955,0.368617062,0.362448669,0.354567622,0.348643726,0.344686711,0.346592278,0.340195935,0.345333732,0.348976166,0.343051513,0.345389558,0.341980849,0.341113952,0.328438129,0.330080765,0.32147188,0.31927416,0.307988136,0.302826685,0.290178282,0.284470353,0.303729771,0.272819934,0.267298732,0.262744321,0.260066307,0.256837648,0.253495527,0.240730124,0.239880998,0.243965366,0.24048891
Madagascar,MDG,0.362435672,0.356323132,0.350197257,0.344067369,0.337948585,0.331836364,0.325701333,0.320289779,0.313246003,0.306197074,0.30061635,0.29360811,0.288576331,0.303072023,0.293475008,0.304173931,0.302337602,0.296193282,0.290401344,0.284967074,0.278720916,0.274773383,0.26970432,0.265501453,0.260123176,0.253704008,0.248212936,0.241844486,0.23558387,0.231126096,0.22668158,0.229360265,0.222396834,0.215572897,0.208893895,0.202383392,0.196075183,0.190004244,0.184187667,0.181697606,0.176266425,0.171061349,0.166072119,0.164020524,0.159352993,0.154870435,0.160587767,0.170767477,0.166037842,0.161447552,0.156994885,0.152674706
Maldives,MDV,0.021072817,0.020501046,0.019964663,0.019469836,0.019021351,0.018606728,0.018198197,0.017763409,0.017285637,0.025143528,0.024316701,0.023489434,0.022706287,0.021988654,0.021339859,0.020740433,0.020161697,0.019571387,0.018953513,0.018311217,0.0176615,0.017020504,0.016405635,0.015826875,0.015284054,0.014774031,0.014297152,0.013853422,0.013761468,0.013215859,0.012820513,0.012396694,0.012244898,0.011764706,0.011450382,0.011363636,0.011070111,0.010714286,0.01048951,0.010273973,0.01010101,0.009868421,0.009615385,0.009345794,0.009009009,0.008595989,0.011049724,0.011111111,0.010626703,0.010344828,0.01012987,0.009923664
Middle East & North Africa (all income levels),MEA,0.441684288,0.430953669,0.421659132,0.413168827,0.400433629,0.391055426,0.379334221,0.3702358,0.36187466,0.363187927,0.355188107,0.350423828,0.339922993,0.326955042,0.317054446,0.304356349,0.291890509,0.287807393,0.266069045,0.261900168,0.257049025,0.248613694,0.243870185,0.238302732,0.233108548,0.228938364,0.223235509,0.216796877,0.211081894,0.213860603,0.214408221,0.214313626,0.207530855,0.200928211,0.195155176,0.189025527,0.186405987,0.180529247,0.169746661,0.168973247,0.167046538,0.165286786,0.160440316,0.15786393,0.15393555,0.15139556,0.14183917,0.137308708,0.13464026,0.131940394,0.129956102,0.128297948
Mexico,MEX,0.475773556,0.459228782,0.443321968,0.428029995,0.413379778,0.399118246,0.385530975,0.372249821,0.339958638,0.329284236,0.318744776,0.309321934,0.299337482,0.290969311,0.283231801,0.276385411,0.269365163,0.259792896,0.254720206,0.24804533,0.245285897,0.24723007,0.240890234,0.240951412,0.232380668,0.238720929,0.239567558,0.246193033,0.253581955,0.256711125,0.251700024,0.247900975,0.243342417,0.238914854,0.236188356,0.23267611,0.229152596,0.22631358,0.222792667,0.222094177,0.219590585,0.221277482,0.214432542,0.212268287,0.209754002,0.207876349,0.207553401,0.204493214,0.198174735,0.190893933,0.189643789,0.185671406
Middle income,MIC,0.293431573,0.289781456,0.284779945,0.280518382,0.272954196,0.268336556,0.262813238,0.258822228,0.251934057,0.246082635,0.240034532,0.237891582,0.231980584,0.22681784,0.222862853,0.217022328,0.212528335,0.208633398,0.204353281,0.199739331,0.198746785,0.195705369,0.196252118,0.195837018,0.193822052,0.191174283,0.18745714,0.184576816,0.181465063,0.179353747,0.192413268,0.189883092,0.186828458,0.185570652,0.182262827,0.179572047,0.176947463,0.174798371,0.17116653,0.167958908,0.165816597,0.164873833,0.163420521,0.161599522,0.158877553,0.156724065,0.154814659,0.152504149,0.150623836,0.148872036,0.148517209,0.146762038
Mali,MLI,0.305312644,0.30285149,0.300340786,0.297747053,0.294897371,0.292313726,0.288539681,0.284573117,0.288785944,0.284223824,0.27946506,0.27460794,0.277622889,0.280457049,0.305753517,0.300184207,0.294955888,0.288926815,0.283492886,0.278274015,0.272517964,0.266891989,0.261682199,0.259579711,0.255862789,0.252193126,0.25067204,0.246673986,0.242039831,0.237876129,0.243275863,0.335105633,0.33675746,0.344271642,0.458537457,0.446007081,0.433707726,0.420992159,0.404456407,0.395566352,0.417981139,0.491526625,0.40096652,0.434968789,0.426523271,0.422116767,0.405036685,0.425694806,0.41279633,0.438707689,0.425822877,0.386388773
Malta,MLT,0.049397962,0.046504418,0.043579767,0.040777917,0.041243655,0.04172685,0.0422215,0.042720999,0.042953907,0.042946812,0.042982311,0.043017869,0.043046928,0.039444879,0.039244671,0.042349415,0.041910878,0.041488214,0.03789733,0.037619678,0.036821337,0.036305987,0.036298409,0.035666306,0.03507531,0.034834608,0.034549773,0.034215133,0.033882034,0.033545134,0.033217074,0.032903396,0.032613925,0.026995435,0.026832167,0.023984905,0.021191155,0.021088148,0.020977389,0.022899132,0.022729052,0.023332714,0.0224289,0.020305373,0.019738076,0.019669358,0.019541794,0.019395021,0.021905488,0.021812871,0.021456414,0.021186941
Myanmar,MMR,0.441490483,0.432295131,0.423072346,0.413342857,0.403952345,0.394157038,0.384477803,0.375411533,0.367002263,0.358160939,0.349612475,0.324721053,0.317346489,0.310208976,0.303320902,0.297223565,0.290554348,0.284090951,0.277714165,0.272251285,0.266490056,0.260388028,0.254237416,0.249111755,0.244364895,0.239317878,0.23462847,0.230499858,0.227746081,0.224335341,0.221071802,0.219488835,0.215876652,0.213370641,0.210704634,0.208275272,0.20546302,0.205702249,0.207867494,0.207279971,0.202546924,0.200419279,0.19990823,0.201241564,0.205260357,0.20862421,0.209562978,0.210123765,0.208976809,0.206924028,0.204610089,0.203307315
Middle East & North Africa (developing only),MNA,0.46227277,0.451198012,0.441779738,0.433264311,0.419833538,0.410280289,0.397918051,0.38851735,0.379927836,0.381964883,0.373812655,0.369302468,0.358433954,0.34490106,0.33479207,0.321521303,0.308563699,0.304867517,0.281544512,0.277630607,0.27296148,0.263362493,0.258065334,0.251640583,0.245766306,0.240839163,0.234412384,0.227103136,0.220298043,0.223253812,0.222346219,0.222741613,0.21569085,0.210148856,0.205238533,0.197697965,0.195239187,0.189224568,0.177459495,0.177002116,0.175308795,0.173957733,0.169502761,0.1672629,0.163812881,0.161764272,0.151915373,0.147883454,0.145527841,0.143001955,0.141299855,0.139886825
Mongolia,MNG,0.715890394,0.699359065,0.791053096,0.783109405,0.77634303,0.698099023,0.643687226,0.600541131,0.58178406,0.588436725,0.571989188,0.564658396,0.556859839,0.55891596,0.624644528,0.704129785,0.719492639,0.70461419,0.699564755,0.699172012,0.7037076,0.719607945,0.712954555,0.703996337,0.660827167,0.656061809,0.653198808,0.64175439,0.627247733,0.616794113,0.607085517,0.597383179,0.579260204,0.574838188,0.570239375,0.525325663,0.571407224,0.500806973,0.48968941,0.310365334,0.309391885,0.285130486,0.281981126,0.275089879,0.272036096,0.271137962,0.317150543,0.232996151,0.226346346,0.22145111,0.230385292,0.198099171
