"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"TM.VAL.AGRI.ZS.UN","Agricultural raw materials imports (% of merchandise imports)","Agricultural raw materials comprise SITC section 2 (crude materials except fuels) excluding divisions 22, 27 (crude fertilizers and minerals excluding coal, petroleum, and precious stones), and 28 (metalliferous ores and scrap).","World Bank staff estimates from the Comtrade database maintained by the United Nations Statistics Division.",
